mm,RUL
-0.878530362,8527
-1.227757349,8526
0.250128931,8525
-1.152015934,8524
-0.893960653,8523
0.812853358,8522
-0.430123569,8521
-0.388594571,8520
1.095447769,8519
-0.481582362,8518
-0.550222755,8517
0.838309456,8516
-0.634256049,8515
-0.330487712,8514
1.381487959,8513
0.125619035,8512
0.301091125,8511
1.731460018,8510
0.006667557,8509
-0.434989136,8508
0.565421444,8507
-1.522085432,8506
-1.775876412,8505
-0.401481524,8504
-1.655821489,8503
-1.005225763,8502
1.118015595,8501
0.320414291,8500
1.09002233,8499
2.832811086,8498
1.150429234,8497
0.754160647,8496
1.435826612,8495
-1.048190593,8494
-1.690166698,8493
-0.845894785,8492
-2.540820998,8491
-2.167415889,8490
-0.041254388,8489
-0.712864691,8488
0.286193209,8487
2.456095213,8486
1.231051156,8485
1.404066218,8484
2.427111286,8483
0.108942108,8482
-0.545954925,8481
0.200214826,8480
-1.988471088,8479
-1.890612408,8478
-0.360868895,8477
-1.536078157,8476
-0.708681543,8475
1.212624759,8474
0.095802695,8473
0.563342522,8472
1.898030935,8471
0.048979082,8470
0.02962246,8469
1.078354867,8468
-0.800716351,8467
-0.603252623,8466
0.821066118,8465
-0.717718865,8464
-0.36068271,8463
1.064377493,8462
-0.642232331,8461
-0.562637702,8460
0.606731449,8459
-1.201089338,8458
-0.997418724,8457
0.439502583,8456
-0.873506463,8455
-0.102674176,8454
1.685981924,8453
0.464623686,8452
0.983972721,8451
2.145145639,8450
0.157510743,8449
-0.161399848,8448
0.418987253,8447
-1.904825253,8446
-1.911453595,8445
-0.785130198,8444
-2.115895613,8443
-1.1249208,8442
1.02726844,8441
0.285405292,8440
1.394980296,8439
2.940070209,8438
1.167522467,8437
1.129822363,8436
1.491884655,8435
-1.10413533,8434
-1.424043762,8433
-0.81433091,8432
-2.62717644,8431
-1.904886055,8430
-0.109869668,8429
-0.905057824,8428
0.304794418,8427
2.227674771,8426
0.802220581,8425
1.292182261,8424
2.155227745,8423
-0.092641554,8422
-0.23558804,8421
0.333351221,8420
-1.700262548,8419
-1.218535322,8418
0.060351107,8417
-1.302191547,8416
-0.416526858,8415
1.057938364,8414
-0.466799842,8413
0.128913302,8412
1.2574355,8411
-0.62569836,8410
-0.110645705,8409
0.95157698,8408
-0.74161817,8407
-0.032139377,8406
1.261592077,8405
-0.247277156,8404
0.292560953,8403
1.244112428,8402
-0.783220759,8401
-0.566872359,8400
0.145869861,8399
-1.880293313,8398
-1.268606676,8397
0.058453541,8396
-1.218926751,8395
0.07307059,8394
1.840269669,8393
0.67375953,8392
1.543693449,8391
2.510159986,8390
0.284828751,8389
0.158348171,8388
0.370372796,8387
-2.132823555,8386
-1.941153559,8385
-0.992051604,8384
-2.37363278,8383
-1.044193414,8382
0.911320666,8381
0.052167747,8380
1.513552385,8379
2.815280801,8378
1.04510865,8377
1.319910055,8376
1.541973009,8375
-1.107191705,8374
-1.13559045,8373
-0.596945965,8372
-2.458286052,8371
-1.5402255,8370
-0.027339931,8369
-1.074770872,8368
0.302916181,8367
1.789421273,8366
0.355708569,8365
0.999412493,8364
1.768379599,8363
-0.382985466,8362
-0.063849602,8361
0.625031962,8360
-1.301125383,8359
-0.508816125,8358
0.550455935,8357
-1.060495516,8356
-0.094079114,8355
0.861531023,8354
-0.838776098,8353
-0.237374297,8352
0.558190524,8351
-1.220160396,8350
-0.352297936,8349
0.796083984,8348
-0.603276161,8347
0.553403282,8346
1.791963613,8345
0.138643226,8344
0.934902469,8343
1.452146733,8342
-0.821039745,8341
-0.636731667,8340
-0.266656339,8339
-2.412904044,8338
-1.546420775,8337
-0.415906323,8336
-1.477532249,8335
0.244398565,8334
1.870077149,8333
0.767856198,8332
1.98954723,8331
2.660912163,8330
0.361041706,8329
0.45880903,8328
0.279710486,8327
-2.219354457,8326
-1.804260021,8325
-1.167889578,8324
-2.53530367,8323
-0.923657985,8322
0.780491004,8321
-0.108712513,8320
1.437878275,8319
2.577630503,8318
0.764927093,8317
1.264766048,8316
1.380335555,8315
-1.086174442,8314
-0.669657064,8313
-0.331745898,8312
-2.144629754,8311
-0.985107588,8310
0.135613125,8309
-1.146864483,8308
0.37106834,8307
1.349555985,8306
-0.281482998,8305
0.658094945,8304
1.170612923,8303
-0.765638033,8302
0.13778581,8301
0.797845943,8300
-0.919821867,8299
0.202325252,8298
1.036492496,8297
-0.705320444,8296
0.248264605,8295
0.755768147,8294
-1.24444773,8293
-0.495211537,8292
-0.133283615,8291
-1.818344568,8290
-0.561047326,8289
0.497592952,8288
-0.62637245,8287
1.005526667,8286
2.100906193,8285
0.610271731,8284
1.554976602,8283
1.67935059,8282
-0.848549713,8281
-0.469198473,8280
-0.574507345,8279
-2.754062499,8278
-1.685098536,8277
-0.714185011,8276
-1.721371486,8275
0.360576981,8274
1.738173903,8273
0.777258911,8272
2.197950203,8271
2.561582012,8270
0.354706694,8269
0.722639989,8268
0.318540214,8267
-2.125568158,8266
-1.460493,8265
-1.10283181,8264
-2.466770569,8263
-0.700606196,8262
0.604230831,8261
-0.404944213,8260
1.321297509,8259
2.154599847,8258
0.391125604,8257
1.225165482,8256
1.191188688,8255
-1.014171183,8254
-0.254913055,8253
-0.048315465,8252
-1.767548197,8251
-0.322305244,8250
0.383471763,8249
-1.101355009,8248
0.287826618,8247
0.787163445,8246
-0.844265799,8245
0.261492496,8244
0.601995638,8243
-1.093926932,8242
0.224763201,8241
0.849345492,8240
-0.49883162,8239
0.961358677,8238
1.439915633,8237
-0.251618736,8236
0.71629957,8235
0.5951721,8234
-1.549783693,8233
-0.710433933,8232
-0.721838523,8231
-2.346683419,8230
-0.745954132,8229
0.230752542,8228
-0.663344879,8227
1.4226226,8226
2.269656908,8225
0.845822358,8224
2.00487716,8223
1.767636162,8222
-0.734917919,8221
-0.340235875,8220
-0.832380231,8219
-2.917722863,8218
-1.60354194,8217
-0.951659405,8216
-1.797856841,8215
0.423600944,8214
1.52997487,8213
0.567090433,8212
2.240665665,8211
2.379596562,8210
0.271539937,8209
0.925725786,8208
0.28138631,8207
-1.972368105,8206
-1.06624647,8205
-0.848094641,8204
-2.280913314,8203
-0.341066764,8202
0.462451865,8201
-0.622760849,8200
1.12321168,8199
1.46770137,8198
-0.158654858,8197
1.007364264,8196
0.877319865,8195
-1.007164728,8194
0.205055295,8193
0.301009726,8192
-1.191242079,8191
0.329664286,8190
0.572366714,8189
-0.985000888,8188
0.338916977,8187
0.311616523,8186
-1.419314342,8185
-0.141385457,8184
-0.124359227,8183
-1.487197903,8182
0.282959656,8181
0.907882537,8180
-0.238960303,8179
1.575601995,8178
1.857649573,8177
0.105749528,8176
1.115967067,8175
0.547583821,8174
-1.710220207,8173
-0.853396532,8172
-1.161524053,8171
-2.740398825,8170
-0.787146168,8169
-0.068162469,8168
-0.714962343,8167
1.61748923,8166
2.240538129,8165
1.03716538,8164
2.243407182,8163
1.741530059,8162
-0.674860812,8161
-0.12611262,8160
-0.917222785,8159
-2.878849009,8158
-1.404108709,8157
-1.020432613,8156
-1.864594837,8155
0.492874217,8154
1.211105329,8153
0.334491038,8152
2.083622571,8151
1.932356081,8150
0.084375633,8149
1.021003777,8148
0.307488345,8147
-1.70622057,8146
-0.428378529,8145
-0.55250484,8144
-1.825982285,8143
0.069123834,8142
0.365186178,8141
-0.850141821,8140
0.858173157,8139
0.828317394,8138
-0.690225204,8137
0.684220893,8136
0.421254102,8135
-0.964637651,8134
0.665656833,8133
0.692913016,8132
-0.547591716,8131
1.035554649,8130
0.86348835,8129
-0.755821912,8128
0.43927959,8127
-0.091814328,8126
-1.873283739,8125
-0.561450627,8124
-0.691019217,8123
-1.844680963,8122
0.270426466,8121
0.839389165,8120
0.102515583,8119
2.152391725,8118
2.066243465,8117
0.454125239,8116
1.520823239,8115
0.446100564,8114
-1.737872344,8113
-0.865841508,8112
-1.581146332,8111
-2.943631897,8110
-0.874305101,8109
-0.377473107,8108
-0.744733094,8107
1.670152645,8106
2.032639593,8105
0.966050561,8104
2.452051453,8103
1.541797142,8102
-0.55517932,8101
0.139441993,8100
-0.817017539,8099
-2.63714509,8098
-0.97184598,8097
-1.015957843,8096
-1.735603388,8095
0.545436622,8094
0.874992802,8093
0.033602959,8092
1.801859717,8091
1.403983134,8090
-0.236128398,8089
0.981580312,8088
0.1895735,8087
-1.365861571,8086
0.156141618,8085
-0.151590071,8084
-1.334533697,8083
0.509352247,8082
0.272702011,8081
-0.926389091,8080
0.656309628,8079
0.06357414,8078
-1.337584543,8077
0.339479446,8076
-0.000315348,8075
-1.007697391,8074
0.962026594,8073
0.894111775,8072
0.022731387,8071
1.715238843,8070
1.156679997,8069
-0.475060259,8068
0.648090742,8067
-0.476521248,8066
-2.204669636,8065
-0.828711872,8064
-1.263454443,8063
-2.069335613,8062
0.269072165,8061
0.690390295,8060
0.197565724,8059
2.503696055,8058
2.115078637,8057
0.739491867,8056
1.807982191,8055
0.372899751,8054
-1.710969251,8053
-0.781505112,8052
-1.682214068,8051
-2.920209184,8050
-0.790874401,8049
-0.526499538,8048
-0.809933857,8047
1.672590746,8046
1.723467372,8045
0.830096233,8044
2.390301179,8043
1.246431576,8042
-0.561138796,8041
0.442423178,8040
-0.722437823,8039
-2.157338744,8038
-0.442329923,8037
-0.880362861,8036
-1.50321086,8035
0.710752833,8034
0.459040548,8033
-0.322232752,8032
1.409780308,8031
0.688827089,8030
-0.624845823,8029
0.943389298,8028
0.107346639,8027
-0.970829419,8026
0.851469248,8025
0.305795135,8024
-0.71243352,8023
1.002843525,8022
0.248574734,8021
-1.065524976,8020
0.364529321,8019
-0.663672125,8018
-1.79914461,8017
-0.052630729,8016
-0.476225557,8015
-1.087796981,8014
1.267753646,8013
1.101866238,8012
0.485949084,8011
2.322702428,8010
1.357666751,8009
-0.209090177,8008
0.801021065,8007
-0.825365167,8006
-2.386232852,8005
-1.01654161,8004
-1.782155142,8003
-2.200889247,8002
0.24785696,8001
0.412603701,8000
0.307437691,7999
2.624927842,7998
2.003796843,7997
0.838867799,7996
1.957281496,7995
0.311056053,7994
-1.52811652,7993
-0.513042333,7992
-1.707378798,7991
-2.692333938,7990
-0.499303334,7989
-0.691115005,7988
-0.807389647,7987
1.607564883,7986
1.276439496,7985
0.562337325,7984
2.146807781,7983
0.904574712,7982
-0.551253201,7981
0.736730186,7980
-0.584467022,7979
-1.641471182,7978
0.129070372,7977
-0.614305547,7976
-1.163163368,7975
0.835018014,7974
0.030865508,7973
-0.770313765,7972
0.892527008,7971
-0.032187666,7970
-1.014316167,7969
0.772112602,7968
-0.0848045,7967
-0.593505662,7966
1.41518336,7965
0.654939634,7964
-0.090698763,7963
1.594296476,7962
0.244275803,7961
-1.012133654,7960
0.138546134,7959
-1.214150333,7958
-2.276350466,7957
-0.380571375,7956
-0.98407473,7955
-1.083034252,7954
1.36353429,7953
1.135458212,7952
0.838494873,7951
2.724988459,7950
1.486639576,7949
0.118290948,7948
0.98124323,7947
-0.978287028,7946
-2.447981762,7945
-1.078281717,7944
-2.058721724,7943
-2.230861456,7942
0.268329262,7941
0.18003822,7940
0.340530326,7939
2.587177558,7938
1.757830591,7937
0.846845851,7936
1.975837974,7935
0.205251182,7934
-1.310884238,7933
-0.1473766,7932
-1.554966223,7931
-2.271684955,7930
-0.167024249,7929
-0.745448543,7928
-0.779217604,7927
1.42471373,7926
0.687915328,7925
0.108141766,7924
1.753945103,7923
0.346033234,7922
-0.544475299,7921
0.871561068,7920
-0.432582667,7919
-1.00519607,7918
0.77592427,7917
-0.177514505,7916
-0.717221792,7915
1.013806229,7914
-0.230782148,7913
-1.002580552,7912
0.436846929,7911
-0.835899964,7910
-1.368905279,7909
0.566679539,7908
-0.256734021,7907
-0.298190184,7906
1.874904713,7905
1.046791465,7904
0.553520373,7903
2.000601034,7902
0.317843822,7901
-0.889457714,7900
0.050517985,7899
-1.671788519,7898
-2.442023552,7897
-0.735876448,7896
-1.443462633,7895
-1.071422374,7894
1.448916135,7893
1.072385121,7892
1.149439364,7891
2.99347809,7890
1.388704768,7889
0.310568815,7888
1.096025846,7887
-1.055058685,7886
-2.208070026,7885
-0.963676499,7884
-2.120807371,7883
-2.116827773,7882
0.331325995,7881
-0.118086915,7880
0.274408245,7879
2.406347796,7878
1.306126483,7877
0.752519791,7876
1.912421572,7875
-0.028142997,7874
-0.9554364,7873
0.161751035,7872
-1.326796014,7871
-1.648532361,7870
0.187691823,7869
-0.731666973,7868
-0.682229455,7867
1.153817876,7866
0.047139056,7865
-0.282968282,7864
1.20467795,7863
-0.231792175,7862
-0.672895292,7861
0.952904443,7860
-0.247060221,7859
-0.301769767,7858
1.482777871,7857
0.184667363,7856
-0.190347879,7855
1.127248061,7854
-0.581821591,7853
-1.234488289,7852
-0.04369663,7851
-1.565516672,7850
-1.744252286,7849
0.295125238,7848
-0.495791481,7847
-0.023009355,7846
2.181682704,7845
1.179375837,7844
1.079788934,7843
2.39056402,7842
0.309987309,7841
-0.75444733,7840
0.061410308,7839
-2.018911861,7838
-2.572813663,7837
-0.841274804,7836
-1.688779446,7835
-1.076432962,7834
1.44521648,7833
0.876720545,7832
1.280777125,7831
2.915924864,7830
1.251386837,7829
0.426990835,7828
1.173532952,7827
-1.121677486,7826
-1.903435004,7825
-0.684512911,7824
-2.039071168,7823
-1.792533357,7822
0.390675968,7821
-0.358028541,7820
0.101922182,7819
2.057060531,7818
0.699844489,7817
0.459512423,7816
1.692795734,7815
-0.198812405,7814
-0.713604775,7813
0.610022356,7812
-0.957698094,7811
-0.969947355,7810
0.744800603,7809
-0.548874706,7808
-0.483608765,7807
1.037849158,7806
-0.554049277,7805
-0.774059267,7804
0.650979971,7803
-0.919659961,7802
-0.786510248,7801
1.030483745,7800
-0.139308772,7799
0.249482474,7798
1.959399984,7797
0.579499208,7796
0.349767479,7795
1.408666495,7794
-0.74761719,7793
-1.333952394,7792
-0.338849874,7791
-2.146357386,7790
-1.945086288,7789
0.039184863,7788
-0.715916781,7787
0.098278536,7786
2.396044287,7785
1.325868593,7784
1.459865694,7783
2.578142998,7782
0.297858569,7781
-0.533618486,7780
0.073492951,7779
-2.211528115,7778
-2.412374564,7777
-0.91438179,7776
-1.948626007,7775
-0.952551044,7774
1.287986025,7773
0.54917176,7772
1.168461983,7771
2.736235456,7770
0.933683501,7769
0.521187201,7768
1.191713158,7767
-1.008578069,7766
-1.412822587,7765
-0.271933324,7764
-1.833735041,7763
-1.349446911,7762
0.561205549,7761
-0.591395344,7760
0.032126581,7759
1.537746758,7758
-0.009965845,7757
0.047058715,7756
1.280889212,7755
-0.526541689,7754
-0.375198411,7753
0.913546435,7752
-0.517116734,7751
-0.198048479,7750
1.269116535,7749
-0.352614538,7748
-0.309189895,7747
0.794193673,7746
-1.179499665,7745
-1.123520023,7744
0.094392078,7743
-1.489018286,7742
-0.902913297,7741
0.944071549,7740
-0.071340096,7739
0.740363887,7738
2.403598576,7737
0.830115938,7736
0.781138668,7735
1.531602876,7734
-0.899556898,7733
-1.331408796,7732
-0.65287883,7731
-2.591539119,7730
-2.052615859,7729
-0.210306895,7728
-0.961306581,7727
0.236548728,7726
2.357093634,7725
1.206375565,7724
1.713447735,7723
2.635053332,7722
0.213425782,7721
-0.224147697,7720
0.111681691,7719
-2.198304834,7718
-2.088739616,7717
-0.723702524,7716
-1.93899048,7715
-0.7998003,7714
1.147206077,7713
0.192450547,7712
1.008359267,7711
2.338880336,7710
0.413398066,7709
0.473504448,7708
1.213140845,7707
-1.012825635,7706
-0.822984865,7705
0.214332583,7704
-1.453449768,7703
-0.747350403,7702
0.690499036,7701
-0.73633568,7700
-0.14765491,7699
1.096547629,7698
-0.676619601,7697
-0.323600312,7696
0.835158614,7695
-0.815078724,7694
-0.166690988,7693
1.209234129,7692
-0.209150722,7691
0.549040003,7690
1.707666625,7689
-0.125484724,7688
-0.020660477,7687
0.650721102,7686
-1.594325152,7685
-1.415176469,7684
-0.448696771,7683
-2.009388282,7682
-0.996996651,7681
0.832598648,7680
-0.048279956,7679
1.178556544,7678
2.68820486,7677
1.065447036,7676
1.255969221,7675
1.6329768,7674
-0.993810632,7673
-1.235589252,7672
-0.772157583,7671
-2.807204962,7670
-1.961040347,7669
-0.314767516,7668
-1.191693457,7667
0.319201102,7666
2.196870071,7665
0.956472585,7664
1.736822061,7663
2.461461085,7662
0.138297327,7661
-0.003099166,7660
0.316659285,7659
-1.996657368,7658
-1.565405136,7657
-0.48146088,7656
-1.791093837,7655
-0.549895781,7654
1.022460542,7653
-0.217629227,7652
0.722779593,7651
1.819733103,7650
-0.081189233,7649
0.308458711,7648
1.059956844,7647
-0.956462749,7646
-0.318446591,7645
0.692141188,7644
-0.97519663,7643
-0.086635386,7642
0.983753696,7641
-0.768955557,7640
-0.209948393,7639
0.553592255,7638
-1.375853746,7637
-0.759493227,7636
0.239218118,7635
-1.202248906,7634
0.074817323,7633
1.484980967,7632
0.195561929,7631
1.1882174,7630
2.163029607,7629
0.092956507,7628
0.303657708,7627
0.547893882,7626
-1.946132532,7625
-1.558474418,7624
-0.857586739,7623
-2.472323073,7622
-0.992560704,7621
0.659127613,7620
-0.163488683,7619
1.456772688,7618
2.796495383,7617
1.070180037,7616
1.508354572,7615
1.679436496,7614
-0.938935009,7613
-0.940350755,7612
-0.760375077,7611
-2.752643188,7610
-1.751970617,7609
-0.363146008,7608
-1.313548117,7607
0.431142939,7606
1.959998912,7605
0.605750582,7604
1.56330384,7603
2.150391077,7602
-0.110002401,7601
0.164756548,7600
0.404312086,7599
-1.72953907,7598
-0.9478985,7597
-0.113922964,7596
-1.568725575,7595
-0.283907559,7594
0.850035979,7593
-0.636714947,7592
0.425242703,7591
1.15852682,7590
-0.762605865,7589
0.122930959,7588
0.815925826,7587
-0.889404828,7586
0.294119035,7585
1.200479221,7584
-0.42448751,7583
0.670203673,7582
1.200846391,7581
-0.861761198,7580
-0.229355995,7579
0.028595024,7578
-2.016191172,7577
-1.081339006,7576
-0.183336523,7575
-1.512587712,7574
0.185201167,7573
1.548636364,7572
0.41739329,7571
1.762503639,7570
2.388818817,7569
0.294555981,7568
0.670613477,7567
0.43710627,7566
-2.051629328,7565
-1.588876562,7564
-1.177038286,7563
-2.704047575,7562
-0.95203322,7561
0.499537852,7560
-0.246754837,7559
1.565142895,7558
2.633094395,7557
0.944945922,7556
1.715774076,7555
1.608242417,7554
-0.91972616,7553
-0.617192888,7552
-0.717938314,7551
-2.583907532,7550
-1.375314685,7549
-0.309408263,7548
-1.38539559,7547
0.46288341,7546
1.539739631,7545
0.181750358,7544
1.386056014,7543
1.645738178,7542
-0.457223769,7541
0.350658894,7540
0.47886645,7539
-1.379312104,7538
-0.26160225,7537
0.306963795,7536
-1.235080791,7535
0.20227612,7534
0.687266163,7533
-1.017302881,7532
0.094084463,7531
0.411031267,7530
-1.388720905,7529
-0.067844017,7528
0.545104391,7527
-0.816098739,7526
0.754160782,7525
1.485864088,7524
0.118568107,7523
1.300094648,7522
1.446932771,7521
-0.721207245,7520
-0.122247912,7519
-0.370217702,7518
-2.398300546,7517
-1.295604833,7516
-0.679615897,7515
-1.813806808,7514
0.223317115,7513
1.442440259,7512
0.535597937,7511
2.20211144,7510
2.496217955,7509
0.486590538,7508
0.947533909,7507
0.352335431,7506
-2.08763333,7505
-1.429238812,7504
-1.313288188,7503
-2.709209179,7502
-0.86306924,7501
0.26059538,7500
-0.493104512,7499
1.630887521,7498
2.276364489,7497
0.714441757,7496
1.752242481,7495
1.403474503,7494
-0.937228695,7493
-0.277234005,7492
-0.445437109,7491
-2.240271345,7490
-0.73447345,7489
-0.197636539,7488
-1.304511039,7487
0.435163847,7486
1.093972092,7485
-0.408122001,7484
0.946178187,7483
1.030279171,7482
-0.793302626,7481
0.444093565,7480
0.607652051,7479
-0.968653855,7478
0.526133306,7477
0.796787579,7476
-0.745799361,7475
0.612526517,7474
0.59143389,7473
-1.226637323,7472
-0.224808099,7471
-0.284764589,7470
-1.88901988,7469
-0.345531622,7468
0.179334874,7467
-0.836652009,7466
1.122914563,7465
1.797857838,7464
0.469473975,7463
1.883563251,7462
1.573088391,7461
-0.639611998,7460
-0.03925528,7459
-0.665239322,7458
-2.778306931,7457
-1.471410152,7456
-1.098090953,7455
-2.035549782,7454
0.323992085,7453
1.325052657,7452
0.538791949,7451
2.441753655,7450
2.50377145,7449
0.456652423,7448
1.218937774,7447
0.338906112,7446
-1.985924013,7445
-1.123718583,7444
-1.306288124,7443
-2.636721809,7442
-0.58614898,7441
0.125768282,7440
-0.58343493,7439
1.505921979,7438
1.873825185,7437
0.344105179,7436
1.549569249,7435
1.119971536,7434
-0.954567887,7433
0.130227139,7432
-0.213831857,7431
-1.762081761,7430
-0.116036979,7429
0.03608142,7428
-1.169466501,7427
0.550638903,7426
0.585627063,7425
-0.913995985,7424
0.499598383,7423
0.30008041,7422
-1.169813239,7421
0.502923487,7420
0.547642872,7419
-0.590337255,7418
1.13380109,7417
1.239323712,7416
-0.227211009,7415
1.072039251,7414
0.491436921,7413
-1.471002794,7412
-0.352726758,7411
-0.928163521,7410
-2.42091135,7409
-0.610043505,7408
-0.25219158,7407
-0.901884441,7406
1.434466499,7405
1.922610571,7404
0.817330369,7403
2.379353143,7402
1.692509112,7401
-0.457681722,7400
0.201319854,7399
-0.896897702,7398
-2.80788501,7397
-1.397959525,7396
-1.319734933,7395
-2.066806758,7394
0.405729656,7393
1.071484594,7392
0.43063493,7391
2.456145006,7390
2.215264637,7389
0.442977334,7388
1.376993076,7387
0.245878156,7386
-1.771857937,7385
-0.721737359,7384
-1.15063692,7383
-2.358832364,7382
-0.215253137,7381
0.011822744,7380
-0.794851832,7379
1.28901048,7378
1.199788678,7377
-0.085874322,7376
1.313789732,7375
0.696856345,7374
-0.880989026,7373
0.48047958,7372
0.052179062,7371
-1.138485696,7370
0.591218899,7369
0.383290886,7368
-0.904458166,7367
0.647854316,7366
0.074529696,7365
-1.360910415,7364
0.093677313,7363
-0.344273855,7362
-1.58206446,7361
0.408975035,7360
0.469476456,7359
-0.336318498,7358
1.81583664,7357
1.612492224,7356
0.295708026,7355
1.5126722,7354
0.503614634,7353
-1.53506372,7352
-0.480707184,7351
-1.352937125,7350
-2.751896091,7349
-0.806927576,7348
-0.523178103,7347
-0.890587639,7346
1.631009529,7345
1.811727341,7344
1.0502218,7343
2.577562432,7342
1.611913235,7341
-0.406991982,7340
0.388785682,7339
-0.961812975,7338
-2.695562296,7337
-1.237413155,7336
-1.451913215,7335
-1.980892046,7334
0.439555179,7333
0.764000075,7332
0.242270671,7331
2.272145286,7330
1.715090416,7329
0.266463759,7328
1.382761103,7327
0.210916477,7326
-1.507674085,7325
-0.182237205,7324
-0.815779012,7323
-1.803046691,7322
0.17718764,7321
-0.037380309,7320
-0.868461497,7319
1.077041536,7318
0.471192888,7317
-0.667390909,7316
0.926798222,7315
0.158850956,7314
-0.927845671,7313
0.858449079,7312
0.347970217,7311
-0.538827114,7310
1.290745521,7309
0.637347897,7308
-0.564560747,7307
0.815160144,7306
-0.248271461,7305
-1.782028431,7304
-0.330466473,7303
-1.096868085,7302
-1.922960825,7301
0.370864323,7300
0.282173816,7299
-0.013648433,7298
2.248542041,7297
1.793187477,7296
0.70005242,7295
1.89844207,7294
0.410200885,7293
-1.493532449,7292
-0.487206026,7291
-1.745276431,7290
-2.848410902,7289
-0.85734646,7288
-0.880897859,7287
-1.004876429,7286
1.690015322,7285
1.663090525,7284
1.056688026,7283
2.737967952,7282
1.473928872,7281
-0.226389885,7280
0.599664693,7279
-0.964784569,7278
-2.405305851,7277
-0.857923303,7276
-1.385568142,7275
-1.867061848,7274
0.542101624,7273
0.385903317,7272
-0.026170514,7271
1.932562803,7270
1.099006804,7269
-0.01315873,7268
1.301776316,7267
0.014875797,7266
-1.169885592,7265
0.440869714,7264
-0.443852279,7263
-1.175046301,7262
0.631093795,7261
-0.007716176,7260
-0.870894404,7259
0.858070717,7258
-0.213048449,7257
-1.195772078,7256
0.431273308,7255
-0.327468682,7254
-1.020795876,7253
1.112486361,7252
0.532351528,7251
0.092584957,7250
1.97997567,7249
1.003302963,7248
-0.21180585,7247
0.933911201,7246
-0.609077271,7245
-1.992803736,7244
-0.697792615,7243
-1.610234796,7242
-2.079788255,7241
0.238127394,7240
0.124576249,7239
0.200242141,7238
2.482593459,7237
1.913708585,7236
1.01198753,7235
2.205358436,7234
0.389356674,7233
-1.301556651,7232
-0.462505086,7231
-1.922651262,7230
-2.822431056,7229
-0.737955339,7228
-1.102956346,7227
-0.991559897,7226
1.633648704,7225
1.301308657,7224
0.867025887,7223
2.533371877,7222
1.165782155,7221
-0.212510713,7220
0.779167151,7219
-0.911290939,7218
-1.915437141,7217
-0.348198244,7216
-1.163739162,7215
-1.531048403,7214
0.664393148,7213
0.086848862,7212
-0.324173445,7211
1.574465368,7210
0.400681917,7209
-0.413143023,7208
1.125202265,7207
-0.139750158,7206
-0.789443011,7205
0.937945197,7204
-0.074076954,7203
-0.569051882,7202
1.205995942,7201
0.06717264,7200
-0.793194984,7199
0.621560842,7198
-0.861379288,7197
-1.644522098,7196
-0.008270545,7195
-0.932632623,7194
-1.028958632,7193
1.227365954,7192
0.673338269,7191
0.623376149,7190
2.478896046,7189
1.188744396,7188
0.108904816,7187
1.111276844,7186
-0.850021813,7185
-2.090359351,7184
-0.857222006,7183
-2.060650304,7182
-2.223622354,7181
0.189312351,7180
-0.16169815,7179
0.22516348,7178
2.680911229,7177
1.794278086,7176
1.143481544,7175
2.327231975,7174
0.308355479,7173
-1.134567099,7172
-0.255303117,7171
-1.936325749,7170
-2.468025364,7169
-0.576110319,7168
-1.186394119,7167
-0.89783352,7166
1.551502576,7165
0.871263544,7164
0.64496062,7163
2.233158622,7162
0.730833908,7161
-0.19644456,7160
0.906269362,7159
-0.731571522,7158
-1.351538265,7157
0.255900931,7156
-0.884310806,7155
-1.000379211,7154
0.846668089,7153
-0.272127359,7152
-0.538332307,7151
1.023860484,7150
-0.395830026,7149
-0.832552304,7148
0.805999607,7147
-0.350886576,7146
-0.458633982,7145
1.471092902,7144
0.314854095,7143
0.120275157,7142
1.729682858,7141
0.084953817,7140
-0.699742043,7139
0.407611205,7138
-1.450307834,7137
-2.035783002,7136
-0.376478337,7135
-1.402180858,7134
-1.133549752,7133
1.24213087,7132
0.732400201,7131
1.005149484,7130
2.790207486,7129
1.299189971,7128
0.499427693,7127
1.251566508,7126
-0.961559487,7125
-2.065511149,7124
-0.924244147,7123
-2.328449532,7122
-2.227874159,7121
0.133838545,7120
-0.422933513,7119
0.28666093,7118
2.538097207,7117
1.453849951,7116
1.157540362,7115
2.292285886,7114
0.174695033,7113
-0.845463795,7112
0.055858873,7111
-1.808055015,7110
-2.066544285,7109
-0.270135086,7108
-1.184789907,7107
-0.718835332,7106
1.2913405,7105
0.309932279,7104
0.3553218,7103
1.824297182,7102
0.097682691,7101
-0.30677233,7100
0.959983585,7099
-0.627728296,7098
-0.806228999,7097
0.798403195,7096
-0.499841607,7095
-0.52605773,7094
1.068076341,7093
-0.535776056,7092
-0.769296223,7091
0.482582975,7090
-1.082308692,7089
-1.236311628,7088
0.524533381,7087
-0.641160436,7086
-0.223941428,7085
1.748303489,7084
0.663753885,7083
0.774397303,7082
2.135954665,7081
0.207481178,7080
-0.501227568,7079
0.337170351,7078
-1.892080127,7077
-2.220098529,7076
-0.766704011,7075
-1.867827712,7074
-1.112993947,7073
1.269699338,7072
0.598853234,7071
1.203044601,7070
3.022368656,7069
1.260349362,7068
0.737571546,7067
1.381864349,7066
-1.121460207,7065
-1.761708259,7064
-0.777867632,7063
-2.437265705,7062
-2.018749291,7061
0.082355007,7060
-0.578066463,7059
0.296583765,7058
2.273966342,7057
1.016662131,7056
1.030547854,7055
2.098162699,7054
