Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
186284,552671,76,17,single,rented,yes,Civil_servant,Jabalpur,Madhya_Pradesh,13,11,0
171494,8631245,29,10,single,rented,yes,Mechanical_engineer,Jamalpur[36],Bihar,8,14,0
80314,6623111,37,9,single,rented,no,Psychologist,Nadiad,Gujarat,9,13,0
72443,5316246,61,9,single,rented,yes,Drafter,Noida,Uttar_Pradesh,4,14,0
221657,4185850,60,0,single,rented,no,Aviator,Rajpur_Sonarpur,West_Bengal,0,13,0
137261,5316246,61,9,single,rented,yes,Drafter,Noida,Uttar_Pradesh,4,14,0
174295,673616,30,20,married,rented,yes,Financial_Analyst,North_Dumdum,West_Bengal,7,10,0
212877,8141088,22,1,single,rented,no,Flight_attendant,Avadi,Tamil_Nadu,1,12,1
197254,3770663,53,5,single,rented,yes,Web_designer,Coimbatore,Tamil_Nadu,5,12,0
170485,8121180,78,17,single,rented,no,Statistician,Bhopal,Madhya_Pradesh,3,10,0
10748,5768871,47,11,single,rented,no,Civil_servant,Tiruchirappalli[10],Tamil_Nadu,3,14,1
39292,5616951,54,13,single,rented,yes,Scientist,Bhagalpur,Bihar,12,13,0
16747,3372296,26,10,married,rented,no,Magistrate,Indore,Madhya_Pradesh,10,12,0
145954,2667227,76,6,single,rented,no,Official,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
133213,7072319,70,3,single,rented,no,Biomedical_Engineer,Suryapet,Telangana,3,11,0
109873,1034564,27,17,single,rented,no,Flight_attendant,Nashik,Maharashtra,8,12,0
4336,5229178,40,18,single,rented,no,Police_officer,Arrah,Bihar,8,13,0
141479,3905134,74,3,married,rented,no,Analyst,Varanasi,Uttar_Pradesh,3,13,0
243337,6967387,47,13,single,rented,no,Computer_operator,Ratlam,Madhya_Pradesh,6,14,1
182652,6860791,47,2,single,rented,yes,Geologist,Tadepalligudem,Andhra_Pradesh,2,10,1
5602,7814930,77,4,single,rented,yes,Surveyor,Haridwar,Uttarakhand,4,14,0
22602,4839082,74,17,single,rented,yes,Engineer,Tiruchirappalli[10],Tamil_Nadu,9,14,0
184918,259809,34,0,single,rented,no,Biomedical_Engineer,Rohtak,Haryana,0,13,0
112820,2793047,45,1,single,rented,no,Geologist,Mango,Jharkhand,1,11,0
170521,3425481,62,14,single,rented,yes,Civil_servant,Silchar,Assam,12,12,0
83327,8603352,43,12,single,rented,no,Drafter,Narasaraopet,Andhra_Pradesh,4,10,0
143329,2478694,39,0,single,rented,yes,Comedian,Gopalpur,West_Bengal,0,13,0
112557,3545959,28,6,single,rented,no,Magistrate,Mangalore,Karnataka,6,13,0
48918,527900,61,9,single,rented,yes,Economist,Meerut,Uttar_Pradesh,9,10,1
141252,6621319,27,2,single,rented,yes,Politician,Phusro,Jharkhand,2,14,0
41679,6427114,71,12,single,rented,no,Chef,Madurai,Tamil_Nadu,4,10,1
8841,5554078,70,1,single,rented,no,Librarian,Bhilwara,Rajasthan,1,11,0
220924,6866873,76,6,single,rented,no,Economist,Gulbarga,Karnataka,6,10,0
100209,4283018,74,13,single,rented,no,Lawyer,Junagadh,Gujarat,3,13,0
120702,7076437,71,14,single,rented,no,Microbiologist,Jammu[16],Jammu_and_Kashmir,8,12,0
165939,2024262,62,3,single,rented,yes,Microbiologist,Pimpri-Chinchwad,Maharashtra,3,12,1
170251,1453061,71,16,single,rented,no,Graphic_Designer,Orai,Uttar_Pradesh,7,11,0
154271,8162332,74,9,single,rented,no,Industrial_Engineer,Durgapur,West_Bengal,6,10,0
191430,6979096,39,7,single,rented,no,Drafter,Mathura,Uttar_Pradesh,7,11,0
138600,5025618,35,7,single,rented,no,Artist,Parbhani,Maharashtra,7,12,0
212686,1567163,68,7,single,rented,no,Microbiologist,Nagaon,Assam,7,10,0
183646,4726819,67,5,single,rented,no,Consultant,Davanagere,Karnataka,5,13,0
213773,7247143,55,2,single,norent_noown,yes,Mechanical_engineer,Ongole,Andhra_Pradesh,2,11,0
59388,8477026,52,10,single,rented,no,Design_Engineer,Bijapur,Karnataka,10,10,0
220239,3221433,69,11,married,rented,no,Financial_Analyst,Kishanganj[35],Bihar,11,12,0
189312,3148837,37,17,single,rented,yes,Psychologist,Bhagalpur,Bihar,13,13,0
21625,9334042,52,10,single,rented,yes,Economist,Malegaon,Maharashtra,5,11,0
208006,2740967,63,5,single,rented,no,Civil_servant,Nagaon,Assam,5,13,1
61781,5194869,59,15,single,rented,no,Software_Developer,Satara,Maharashtra,10,10,0
222555,5312297,29,14,single,rented,yes,Drafter,Aizawl,Mizoram,14,12,0
59372,9086933,55,7,single,rented,no,Air_traffic_controller,Saharanpur,Uttar_Pradesh,7,13,0
250038,1322644,55,5,single,rented,no,Army_officer,Bhiwandi,Maharashtra,5,10,0
94211,6067257,47,5,single,rented,no,Web_designer,Chapra,Bihar,5,13,0
14419,9282657,57,17,single,rented,no,Web_designer,Sonipat,Haryana,3,14,0
197242,667366,26,8,single,rented,yes,Architect,Nandyal,Andhra_Pradesh,8,13,0
162074,2667227,76,6,single,rented,no,Official,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
129158,1109071,57,20,single,rented,yes,Magistrate,Machilipatnam,Andhra_Pradesh,3,14,0
213345,9735655,57,2,single,rented,no,Artist,Cuttack,Odisha,2,13,0
30031,7461869,51,10,single,rented,yes,Industrial_Engineer,Jamnagar,Gujarat,10,10,0
104807,1080039,66,18,single,rented,no,Psychologist,Bhatpara,West_Bengal,11,10,0
14012,2175504,72,14,single,rented,no,Geologist,Mathura,Uttar_Pradesh,11,11,0
59797,8576968,35,18,single,rented,no,Drafter,Ambattur,Tamil_Nadu,5,12,0
211456,2579337,41,6,married,rented,no,Chef,Saharsa[29],Bihar,6,12,0
15338,76353,45,6,single,rented,yes,Civil_engineer,Kalyan-Dombivli,Maharashtra,6,13,0
98656,9804751,59,3,single,rented,no,Financial_Analyst,Ballia,Uttar_Pradesh,3,11,0
225828,8476800,29,19,single,owned,no,Microbiologist,Kirari_Suleman_Nagar,Delhi,11,11,0
7932,5022817,58,6,single,rented,yes,Technology_specialist,"Khora,_Ghaziabad",Uttar_Pradesh,6,13,0
199713,355672,47,11,single,rented,no,Psychologist,Satna,Madhya_Pradesh,11,14,1
102349,5633671,63,4,married,rented,no,Flight_attendant,Jammu[16],Jammu_and_Kashmir,3,11,0
189275,6936269,46,9,single,rented,no,Firefighter,Eluru[25],Andhra_Pradesh,8,14,0
78194,1085710,72,12,single,rented,no,Librarian,Kollam,Kerala,9,10,1
200344,1000979,41,19,single,rented,yes,Physician,Tezpur,Assam,5,13,0
171024,3071743,59,16,single,norent_noown,yes,Magistrate,Srinagar,Jammu_and_Kashmir,10,14,0
74755,313244,59,10,single,rented,no,Civil_servant,Maheshtala,West_Bengal,10,14,1
131483,1661836,56,13,single,rented,no,Technical_writer,Sambalpur,Odisha,13,14,0
24466,1647748,78,6,married,rented,yes,Economist,Thiruvananthapuram,Kerala,6,12,0
86202,5218820,76,14,single,owned,no,Civil_servant,Karimnagar,Telangana,12,14,0
45435,4122315,31,14,single,owned,yes,Mechanical_engineer,Surat,Gujarat,10,11,0
231363,6979686,51,3,single,rented,no,Physician,Burhanpur,Madhya_Pradesh,3,11,0
119575,1368608,65,13,single,rented,no,Civil_servant,Tiruvottiyur,Tamil_Nadu,5,14,0
136647,9649857,44,4,single,rented,no,Chemical_engineer,Chinsurah,West_Bengal,4,13,0
168576,6329094,26,17,single,rented,no,Army_officer,Thrissur,Kerala,12,11,1
225276,3551249,52,17,single,rented,no,Petroleum_Engineer,Saharsa[29],Bihar,6,11,0
219137,8843423,68,10,single,owned,no,Chef,Sangli-Miraj_&_Kupwad,Maharashtra,8,14,0
125667,5910135,71,2,married,rented,yes,Politician,Begusarai,Bihar,2,11,0
141621,6329094,26,17,single,rented,no,Army_officer,Thrissur,Kerala,12,11,1
93260,4539410,35,5,single,owned,no,Software_Developer,Parbhani,Maharashtra,5,12,0
61883,6563391,42,9,married,rented,no,Mechanical_engineer,Faridabad,Haryana,9,12,0
173307,1441334,77,20,single,rented,no,Engineer,Nagaon,Assam,12,12,0
38029,2663598,63,15,single,rented,no,Software_Developer,Rajahmundry[19][20],Andhra_Pradesh,11,12,0
164917,7784617,53,7,married,rented,no,Biomedical_Engineer,Rajahmundry[19][20],Andhra_Pradesh,6,13,0
186897,3573044,52,17,single,rented,yes,Computer_hardware_engineer,Miryalaguda,Telangana,8,12,0
86483,4334000,36,4,single,rented,no,Politician,Berhampur,Odisha,4,11,0
170009,4932490,25,8,single,rented,yes,Surgeon,Alappuzha,Kerala,8,10,0
128777,738842,38,4,single,owned,no,Official,Allahabad,Uttar_Pradesh[5],4,14,0
154003,6373332,40,1,single,rented,yes,Psychologist,Tiruppur,Tamil_Nadu,1,12,0
231105,931008,62,15,single,rented,no,Computer_hardware_engineer,Baranagar,West_Bengal,6,11,0
109257,3457683,67,18,single,rented,no,Architect,Medininagar,Jharkhand,13,12,0
207434,8212954,70,7,single,rented,no,Surveyor,Bardhaman,West_Bengal,5,14,0
26995,575463,60,12,single,rented,yes,Firefighter,Gandhinagar,Gujarat,11,13,0
158622,6913078,38,14,married,rented,no,Aviator,Sirsa,Haryana,3,14,0
133688,7826657,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,10,0
114370,8367934,39,0,married,norent_noown,no,Comedian,Panipat,Haryana,0,12,0
187898,7985654,49,5,single,rented,no,Web_designer,Nandyal,Andhra_Pradesh,5,14,0
213524,7533165,27,19,single,rented,yes,Web_designer,Bhilai,Chhattisgarh,8,12,0
186068,1872336,28,3,single,rented,yes,Industrial_Engineer,Satna,Madhya_Pradesh,3,12,1
163947,7770680,38,10,single,rented,no,Scientist,Ambattur,Tamil_Nadu,10,12,0
22795,3457683,67,18,single,rented,no,Architect,Medininagar,Jharkhand,13,12,0
176232,6084338,22,10,single,rented,no,Chef,Bharatpur,Rajasthan,10,12,0
198744,5639383,37,5,single,rented,no,Civil_engineer,Sonipat,Haryana,4,12,1
19783,3846302,66,14,single,rented,yes,Petroleum_Engineer,Bhatpara,West_Bengal,6,11,0
101016,5069758,50,19,single,rented,yes,Consultant,Baranagar,West_Bengal,13,11,0
124685,1604428,66,20,single,rented,no,Physician,Sambalpur,Odisha,12,14,0
187023,8440968,22,12,single,rented,no,Design_Engineer,Saharsa[29],Bihar,5,12,0
71358,1117607,53,13,married,rented,yes,Mechanical_engineer,Chandigarh_city,Chandigarh,6,10,0
160889,2805855,42,7,single,rented,no,Civil_engineer,Thane,Maharashtra,7,11,0
86345,8839194,25,3,single,rented,no,Surgeon,Buxar[37],Bihar,3,13,0
231071,761102,62,16,single,rented,no,Lawyer,Junagadh,Gujarat,10,14,0
237901,6115883,37,5,married,rented,no,Chemical_engineer,Darbhanga,Bihar,5,13,0
166530,2637175,25,6,married,rented,no,Surgeon,Hindupur,Andhra_Pradesh,6,11,0
153190,1140203,50,18,single,rented,no,Architect,Kharagpur,West_Bengal,13,13,0
88897,1877926,52,16,single,rented,no,Fashion_Designer,Bhiwani,Haryana,14,13,0
210407,5866909,41,15,single,rented,no,Firefighter,Bahraich,Uttar_Pradesh,14,10,0
23020,685679,35,10,single,rented,no,Biomedical_Engineer,Bharatpur,Rajasthan,10,11,0
95425,2051095,32,17,single,rented,no,Designer,Tadipatri,Andhra_Pradesh,6,12,0
139745,9913743,23,9,married,rented,no,Design_Engineer,Shimoga,Karnataka,9,14,0
10086,2267970,64,5,single,rented,no,Civil_engineer,Hindupur,Andhra_Pradesh,5,10,0
244928,8322865,68,13,married,owned,no,Consultant,Begusarai,Bihar,7,14,0
145830,7839236,68,7,single,rented,no,Biomedical_Engineer,Amravati,Maharashtra,7,14,1
153387,7644982,24,1,single,rented,no,Scientist,Faridabad,Haryana,1,11,1
233446,2940098,54,6,single,rented,yes,Economist,Chandrapur,Maharashtra,6,10,1
248729,979757,28,8,single,rented,no,Flight_attendant,New_Delhi,Delhi,5,12,1
185902,4862321,65,16,married,rented,yes,Surgeon,Nanded,Maharashtra,9,11,0
27780,5357215,52,8,single,rented,yes,Librarian,Darbhanga,Bihar,8,11,0
103409,5272729,28,17,single,rented,no,Computer_operator,Guwahati,Assam,12,10,0
97942,1896591,25,19,single,rented,no,Firefighter,Salem,Tamil_Nadu,5,13,0
98581,1707111,53,5,single,rented,no,Geologist,Kochi,Kerala,5,12,0
239103,1901048,25,11,single,rented,no,Biomedical_Engineer,Naihati,West_Bengal,11,14,0
216882,7266819,39,3,single,rented,no,Drafter,Panvel,Maharashtra,3,12,1
113686,5419964,40,4,single,owned,yes,Computer_operator,Thoothukudi,Tamil_Nadu,4,13,0
186762,848202,56,12,single,rented,yes,Geologist,Rampur,Uttar_Pradesh,12,12,0
146088,7020077,63,9,single,rented,no,Mechanical_engineer,Ongole,Andhra_Pradesh,9,13,1
160435,9820355,62,8,single,rented,no,Scientist,Khammam,Telangana,8,10,0
91953,4110754,36,4,single,rented,no,Petroleum_Engineer,Ambattur,Tamil_Nadu,4,13,0
116496,5310074,29,4,single,rented,no,Geologist,Gorakhpur,Uttar_Pradesh,4,11,0
169313,8925422,72,14,single,rented,yes,Aviator,Meerut,Uttar_Pradesh,6,10,0
154946,9349211,56,10,single,norent_noown,no,Technical_writer,Satara,Maharashtra,4,13,0
153073,5365286,26,12,single,rented,yes,Design_Engineer,Patiala,Punjab,7,12,0
127304,2711008,50,1,single,norent_noown,no,Computer_hardware_engineer,Muzaffarpur,Bihar,1,12,0
235964,158938,42,16,single,rented,yes,Librarian,Ambala,Haryana,13,12,0
231673,5796142,46,10,married,rented,no,Financial_Analyst,Bhalswa_Jahangir_Pur,Delhi,10,13,0
233389,195009,79,15,single,rented,yes,Librarian,Morbi,Gujarat,4,14,1
92875,5311549,56,12,single,rented,no,Aviator,Dhule,Maharashtra,8,11,0
23166,2045156,35,9,single,rented,yes,Firefighter,Jorhat,Assam,9,13,0
189803,2636544,39,0,single,rented,no,Computer_hardware_engineer,Vellore,Tamil_Nadu,0,11,0
36356,6119115,63,16,single,rented,no,Consultant,Vijayanagaram,Andhra_Pradesh,7,12,0
112827,635224,69,7,single,rented,yes,Technician,Vijayawada,Andhra_Pradesh,7,12,0
228546,45558,30,18,single,rented,yes,Technology_specialist,Surat,Gujarat,11,12,0
251254,2589040,27,6,single,rented,no,Drafter,Karawal_Nagar,Delhi,6,12,0
25597,4007727,64,3,single,rented,yes,Air_traffic_controller,Warangal[11][12],Telangana,3,11,0
242568,6524800,40,5,single,rented,yes,Engineer,Dehri[30],Bihar,5,14,0
188266,2557545,21,13,single,rented,yes,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,6,14,1
39727,1494575,69,19,single,rented,no,Magistrate,Shimoga,Karnataka,10,11,0
21537,9961107,33,15,single,rented,yes,Surveyor,Karimnagar,Telangana,11,14,0
4201,2385302,69,10,single,rented,yes,Secretary,Panipat,Haryana,8,13,1
58273,1088718,60,5,single,rented,yes,Surveyor,Tezpur,Assam,5,10,0
231113,3077869,46,5,single,rented,no,Magistrate,Kollam,Kerala,5,13,0
116679,1232057,28,10,single,owned,no,Politician,Bareilly,Uttar_Pradesh,7,13,0
115719,7500815,31,18,married,rented,yes,Economist,Satara,Maharashtra,14,11,0
138948,9162675,61,0,single,rented,no,Police_officer,Bhilai,Chhattisgarh,0,11,0
250870,3275010,46,18,single,rented,yes,Computer_operator,Amritsar,Punjab,11,12,1
206884,5919261,61,18,single,rented,no,Geologist,Srikakulam,Andhra_Pradesh,6,14,0
8839,1110768,34,3,single,rented,no,Computer_hardware_engineer,Bellary,Karnataka,3,11,0
36214,512579,48,7,single,rented,yes,Artist,Madurai,Tamil_Nadu,7,11,0
44640,1678997,47,20,single,rented,no,Civil_engineer,Uluberia,West_Bengal,12,13,0
87126,3470076,44,15,single,rented,no,Magistrate,Gaya,Bihar,11,12,1
188812,2162609,42,0,single,rented,no,Consultant,Gwalior,Madhya_Pradesh,0,12,0
188302,7256900,55,9,single,rented,no,Hotel_Manager,Indore,Madhya_Pradesh,4,14,0
22080,6509681,30,10,single,rented,yes,Industrial_Engineer,Nadiad,Gujarat,10,10,0
174359,2568258,67,5,single,rented,yes,Official,Pali,Rajasthan,5,11,1
181037,3770663,53,5,single,rented,yes,Web_designer,Coimbatore,Tamil_Nadu,5,12,0
189413,842194,27,16,single,rented,no,Engineer,Guna,Madhya_Pradesh,10,11,0
97751,1441334,77,20,single,rented,no,Engineer,Nagaon,Assam,12,12,0
123525,5510241,78,14,single,rented,yes,Psychologist,Patiala,Punjab,11,11,0
196351,4592797,66,20,single,rented,no,Computer_operator,Ambarnath,Maharashtra,13,11,0
192902,9820355,62,8,single,rented,no,Scientist,Khammam,Telangana,8,10,0
73324,5073397,41,9,single,rented,no,Computer_hardware_engineer,Bhind,Madhya_Pradesh,4,12,1
68849,7751529,71,17,single,rented,no,Civil_servant,Sagar,Madhya_Pradesh,3,10,0
25868,4301546,66,12,single,rented,yes,Analyst,Karawal_Nagar,Delhi,8,11,0
28468,8649314,67,9,single,rented,no,Financial_Analyst,Darbhanga,Bihar,9,12,0
72552,6530407,54,2,single,rented,no,Engineer,Nadiad,Gujarat,2,11,0
142034,9717828,22,13,single,rented,yes,Air_traffic_controller,Delhi_city,Delhi,10,14,1
91500,3201383,51,10,single,rented,no,Hotel_Manager,Rourkela,Odisha,7,13,0
158216,5310696,55,9,single,rented,no,Designer,Nellore[14][15],Andhra_Pradesh,4,10,0
150656,7281127,32,18,single,rented,no,Dentist,Panvel,Maharashtra,7,14,0
120067,8239075,26,7,single,rented,no,Analyst,Bhalswa_Jahangir_Pur,Delhi,7,11,0
108888,9777621,61,11,single,rented,no,Physician,Durg,Chhattisgarh,11,11,0
193780,4873523,22,15,single,rented,no,Firefighter,Howrah,West_Bengal,3,11,1
221016,4635839,40,6,married,rented,no,Biomedical_Engineer,Ranchi,Jharkhand,6,12,0
63598,8369802,43,7,single,rented,no,Secretary,Anand,Gujarat,6,13,0
194102,5460816,40,16,single,rented,yes,Firefighter,Bathinda,Punjab,13,11,0
45688,5279919,38,19,single,owned,no,Financial_Analyst,Kumbakonam,Tamil_Nadu,3,10,0
164914,6126820,49,15,single,rented,yes,Statistician,Chennai,Tamil_Nadu,3,12,0
105617,5531777,58,18,single,rented,no,Official,Jamshedpur,Jharkhand,8,11,0
149729,2436293,58,5,single,rented,no,Web_designer,Bikaner,Rajasthan,5,14,0
23287,5209218,44,20,single,rented,no,Mechanical_engineer,Giridih,Jharkhand,3,14,0
129874,7877007,49,9,single,rented,no,Microbiologist,Amaravati,Andhra_Pradesh,9,10,0
101224,9046485,63,3,single,rented,yes,Statistician,Unnao,Uttar_Pradesh,3,12,0
193148,5559747,64,9,single,rented,yes,Biomedical_Engineer,Dharmavaram,Andhra_Pradesh,9,10,0
8414,5737594,26,11,single,rented,no,Lawyer,Gurgaon,Haryana,10,12,1
51752,2928073,54,13,single,rented,no,Surgeon,Agartala,Tripura,13,14,0
236251,2449431,62,5,single,rented,no,Graphic_Designer,Imphal,Manipur,5,10,0
104123,358137,21,14,single,rented,no,Hotel_Manager,Hyderabad,Telangana,3,12,0
57809,4643972,36,9,single,rented,no,Flight_attendant,Sonipat,Haryana,3,13,0
251883,1492954,73,19,single,rented,no,Civil_servant,Shimla,Himachal_Pradesh,6,10,0
34446,8942790,26,0,single,rented,no,Air_traffic_controller,Bikaner,Rajasthan,0,14,0
243327,7485306,25,14,single,rented,no,Librarian,Jehanabad[38],Bihar,9,10,0
123621,9085689,26,1,single,rented,no,Secretary,Nanded,Maharashtra,1,13,0
240208,2168814,58,2,single,rented,no,Industrial_Engineer,Nizamabad,Telangana,2,14,0
81875,1223133,68,6,single,norent_noown,no,Chartered_Accountant,Kozhikode,Kerala,6,10,0
112547,7220808,71,1,single,rented,no,Financial_Analyst,Belgaum,Karnataka,1,10,0
182895,6425594,75,6,single,rented,no,Secretary,Madurai,Tamil_Nadu,6,11,0
94666,6173369,70,17,single,rented,no,Design_Engineer,Kolkata,West_Bengal,14,14,0
142798,6238694,59,1,single,rented,no,Engineer,Kulti,West_Bengal,1,11,1
124715,9368529,59,7,single,rented,no,Designer,Dibrugarh,Assam,7,10,0
233194,7759556,52,20,married,rented,yes,Hotel_Manager,Thiruvananthapuram,Kerala,13,14,0
154908,5545675,44,9,single,rented,no,Web_designer,Surendranagar_Dudhrej,Gujarat,6,12,0
162188,5714288,44,0,single,rented,no,Chartered_Accountant,Bangalore,Karnataka,0,14,0
237677,2973111,26,11,single,rented,no,Fashion_Designer,Udaipur,Rajasthan,11,11,0
214608,954408,28,8,single,rented,yes,Civil_engineer,Proddatur,Andhra_Pradesh,8,13,0
246241,4095659,35,1,single,rented,no,Secretary,Bhubaneswar,Odisha,1,14,0
126498,5569222,60,15,single,rented,no,Psychologist,Haldia,West_Bengal,13,11,0
7153,4387681,49,0,single,rented,no,Official,Bulandshahr,Uttar_Pradesh,0,10,0
37428,4433099,72,17,single,rented,yes,Surgeon,Bhubaneswar,Odisha,8,13,0
115615,8981043,57,8,single,rented,yes,Technical_writer,Mysore[7][8][9],Karnataka,8,12,0
2512,6068842,29,6,single,rented,no,Technician,Mumbai,Maharashtra,6,14,1
167692,5902944,26,4,single,rented,no,Computer_hardware_engineer,Gangtok,Sikkim,4,14,0
245300,167902,64,20,single,rented,no,Financial_Analyst,Amritsar,Punjab,5,11,1
95386,4188349,50,4,single,rented,yes,Comedian,Solapur,Maharashtra,4,10,0
246870,6245972,68,6,single,owned,no,Computer_hardware_engineer,Dindigul,Tamil_Nadu,6,14,0
180886,3417564,52,18,single,rented,no,Software_Developer,Pimpri-Chinchwad,Maharashtra,10,14,0
146284,7503211,57,6,single,rented,no,Geologist,Indore,Madhya_Pradesh,6,10,0
177288,413950,37,14,single,rented,no,Magistrate,Bareilly,Uttar_Pradesh,6,11,0
38000,6197730,71,3,single,rented,no,Dentist,Mahbubnagar,Telangana,3,13,0
174214,9409703,53,16,married,rented,no,Dentist,Chapra,Bihar,14,12,0
162684,1755216,38,15,single,rented,no,Hotel_Manager,Haridwar,Uttarakhand,11,13,0
189953,8367934,39,0,married,norent_noown,no,Comedian,Panipat,Haryana,0,12,0
69579,4040293,45,20,single,rented,no,Technology_specialist,Hindupur,Andhra_Pradesh,11,10,0
124537,6985683,77,13,single,rented,no,Physician,Kamarhati,West_Bengal,4,12,0
250019,1033966,54,17,married,rented,yes,Graphic_Designer,Ramagundam[27],Telangana,6,14,1
122006,4435181,25,19,single,rented,no,Consultant,Bhalswa_Jahangir_Pur,Delhi,12,13,0
49198,3306281,33,16,single,rented,no,Engineer,Machilipatnam,Andhra_Pradesh,8,12,1
138836,4503934,57,17,single,rented,no,Petroleum_Engineer,Moradabad,Uttar_Pradesh,5,14,0
230184,6458554,70,1,single,rented,yes,Physician,Hazaribagh,Jharkhand,1,12,0
61236,1661836,56,13,single,rented,no,Technical_writer,Sambalpur,Odisha,13,14,0
83942,5543622,77,14,single,owned,yes,Microbiologist,Bhopal,Madhya_Pradesh,4,10,0
26116,2936274,49,4,single,rented,no,Design_Engineer,Pondicherry,Puducherry,4,10,1
52150,8103399,69,20,single,rented,no,Computer_hardware_engineer,Bilaspur,Chhattisgarh,13,10,0
152153,1874355,26,11,single,rented,yes,Magistrate,Jehanabad[38],Bihar,11,10,0
78840,7195430,31,7,single,rented,no,Technician,Chittoor[28],Andhra_Pradesh,7,12,0
37469,6861713,42,5,single,rented,no,Comedian,Chittoor[28],Andhra_Pradesh,5,12,0
46969,2585890,58,2,single,rented,no,Civil_engineer,Jodhpur,Rajasthan,2,14,0
44919,6662756,78,7,single,rented,yes,Graphic_Designer,Nadiad,Gujarat,4,11,0
105106,4527248,47,6,single,rented,yes,Psychologist,Malda,West_Bengal,6,13,0
47393,6195504,70,20,single,rented,yes,Software_Developer,Cuttack,Odisha,10,10,1
220326,2657077,45,18,single,rented,no,Psychologist,Narasaraopet,Andhra_Pradesh,5,12,1
69214,4671113,68,13,single,owned,yes,Technology_specialist,Imphal,Manipur,11,13,1
36557,9028969,62,19,single,rented,yes,Industrial_Engineer,Madurai,Tamil_Nadu,4,10,0
28557,8450190,26,6,single,rented,no,Comedian,Sri_Ganganagar,Rajasthan,6,10,1
62589,2713971,74,2,single,rented,yes,Politician,Chittoor[28],Andhra_Pradesh,2,12,0
123640,1198501,62,19,single,rented,no,Economist,Hapur,Uttar_Pradesh,13,11,0
223714,2982819,28,18,single,rented,yes,Chemical_engineer,Chinsurah,West_Bengal,5,11,0
195284,4707147,27,10,single,rented,no,Secretary,Raebareli,Uttar_Pradesh,4,10,0
228655,4021153,63,6,single,rented,yes,Fashion_Designer,Berhampore,West_Bengal,6,14,0
226132,7280582,25,19,single,rented,no,Librarian,Gorakhpur,Uttar_Pradesh,3,11,0
162108,1126863,43,1,single,rented,no,Mechanical_engineer,Vijayanagaram,Andhra_Pradesh,1,11,0
20824,1956633,23,13,single,rented,no,Psychologist,Gandhidham,Gujarat,13,12,1
113592,7512179,55,13,single,rented,no,Physician,Kanpur,Uttar_Pradesh,11,14,0
55655,9680806,74,2,single,rented,no,Economist,Srinagar,Jammu_and_Kashmir,2,14,0
209745,6483186,37,14,single,rented,no,Artist,Kollam,Kerala,3,13,0
203385,2715204,62,18,single,rented,yes,Consultant,Nagpur,Maharashtra,9,12,0
46780,3529385,73,18,single,owned,no,Civil_servant,Aurangabad,Maharashtra,14,11,0
3439,4665440,59,5,single,rented,no,Magistrate,Pondicherry,Puducherry,5,11,0
109058,9368826,22,4,single,rented,no,Flight_attendant,Kozhikode,Kerala,4,13,0
188325,9396804,66,8,married,rented,no,Industrial_Engineer,Bidhannagar,West_Bengal,8,10,0
246068,2548312,39,15,single,rented,yes,Technology_specialist,Ambala,Haryana,12,14,0
117567,1652794,67,0,single,rented,no,Analyst,Proddatur,Andhra_Pradesh,0,13,0
32469,7462623,46,13,single,rented,no,Fashion_Designer,Kamarhati,West_Bengal,10,14,0
188791,8273281,39,1,single,rented,no,Statistician,Durgapur,West_Bengal,1,12,0
192269,1623798,44,14,single,rented,no,Microbiologist,Singrauli,Madhya_Pradesh,5,13,0
221535,3777798,64,3,single,rented,no,Chef,Buxar[37],Bihar,3,12,0
59,9861298,59,16,single,rented,no,Technical_writer,North_Dumdum,West_Bengal,9,11,1
108007,9086933,55,7,single,rented,no,Air_traffic_controller,Saharanpur,Uttar_Pradesh,7,13,0
214099,5827981,34,1,single,rented,no,Technical_writer,Deoghar,Jharkhand,1,12,0
1197,8001918,41,5,single,rented,no,Economist,Bulandshahr,Uttar_Pradesh,5,14,0
152614,4732134,67,19,married,rented,no,Mechanical_engineer,Kharagpur,West_Bengal,6,11,0
38764,9829765,31,14,single,rented,no,Physician,Dewas,Madhya_Pradesh,12,14,0
87831,7861257,39,7,single,rented,yes,Magistrate,Rampur,Uttar_Pradesh,7,11,0
199476,3602419,48,12,single,rented,yes,Petroleum_Engineer,Saharsa[29],Bihar,8,11,0
207142,3766437,24,11,married,norent_noown,no,Comedian,Nangloi_Jat,Delhi,10,10,0
223093,3091608,36,15,single,owned,no,Magistrate,Tinsukia,Assam,3,10,0
211022,7779633,57,10,single,rented,no,Analyst,Tirunelveli,Tamil_Nadu,10,13,0
80484,3319389,35,5,single,rented,yes,Design_Engineer,Ludhiana,Punjab,5,11,0
154232,8502580,66,5,single,rented,yes,Chemical_engineer,Sonipat,Haryana,5,10,0
50991,5017077,60,7,single,norent_noown,no,Software_Developer,Katihar,Bihar,7,13,0
207213,1494575,69,19,single,rented,no,Magistrate,Shimoga,Karnataka,10,11,0
4792,370760,27,16,single,rented,no,Surveyor,Pali,Rajasthan,12,10,0
